ENST00000456328	ENSG00000223972
ENST00000456809	ENSG00000237713
ENST00000434321	ENSG00000224330
ENST00000412014	ENSG00000226323
ENST00000445093	ENSG00000227489
ENST00000262041	ENSG00000106511
ENST00000451240	ENSG00000237070
ENST00000442176	ENSG00000229108
ENST00000438923	ENSG00000225974
ENST00000425322	ENSG00000229379
ENST00000605985	ENSG00000272537
ENST00000607795	ENSG00000272361
ENST00000418907	ENSG00000235837
ENST00000448898	ENSG00000228675
ENST00000411797	ENSG00000225000
ENST00000447057	ENSG00000226522
ENST00000242261	ENSG00000122691
ENST00000419944	ENSG00000232821
ENST00000417460	ENSG00000236536
ENST00000452700	ENSG00000229533
ENST00000275461	ENSG00000146618
ENST00000412563	ENSG00000223838
ENST00000418764	ENSG00000237921
ENST00000590912	ENSG00000267055
ENST00000439285	ENSG00000228598
ENST00000447262	ENSG00000232790
ENST00000435127	ENSG00000232759
ENST00000442252	ENSG00000225541
ENST00000439823	ENSG00000232949
ENST00000414116	ENSG00000238033
ENST00000325042	ENSG00000179428
ENST00000419813	ENSG00000230658
ENST00000413042	ENSG00000226816
ENST00000454029	ENSG00000234286
ENST00000412828	ENSG00000227930
ENST00000439839	ENSG00000228944
ENST00000222674	ENSG00000105954
ENST00000414127	ENSG00000233824
ENST00000562268	ENSG00000260951
ENST00000412197	ENSG00000227386
ENST00000602992	ENSG00000270933
ENST00000608362	ENSG00000273237
ENST00000242109	ENSG00000122548
ENST00000467897	ENSG00000273433
ENST00000222728	ENSG00000106006
ENST00000498652	ENSG00000272801
ENST00000602610	ENSG00000270182
ENST00000470747	ENSG00000257184
ENST00000006015	ENSG00000005073
ENST00000523331	ENSG00000253508
ENST00000523608	ENSG00000253308
ENST00000412413	ENSG00000224322
ENST00000441955	ENSG00000229893
ENST00000539664	ENSG00000255690
ENST00000436594	ENSG00000228421
ENST00000411479	ENSG00000233517
ENST00000416513	ENSG00000229452
ENST00000446246	ENSG00000235669
ENST00000319694	ENSG00000176532
ENST00000433088	ENSG00000231519
ENST00000415934	ENSG00000230751
ENST00000511893	ENSG00000251660
ENST00000430537	ENSG00000227017
ENST00000608195	ENSG00000272638
ENST00000598361	ENSG00000281039
ENST00000583191	ENSG00000264520
ENST00000579437	ENSG00000263683
ENST00000440376	ENSG00000229263
ENST00000297142	ENSG00000164600
ENST00000433356	ENSG00000231418
ENST00000609151	ENSG00000273014
ENST00000628855	ENSG00000281332
ENST00000608314	ENSG00000272905
ENST00000381639	ENSG00000205763
ENST00000311067	ENSG00000173862
ENST00000455149	ENSG00000227481
ENST00000440074	ENSG00000233219
ENST00000446484	ENSG00000236212
ENST00000442323	ENSG00000226063
ENST00000441150	ENSG00000235464
ENST00000605778	ENSG00000271122
ENST00000446024	ENSG00000232930
ENST00000381493	ENSG00000205745
ENST00000440788	ENSG00000229679
ENST00000561845	ENSG00000260070
ENST00000435254	ENSG00000237400
ENST00000449672	ENSG00000230539
ENST00000608114	ENSG00000272984
ENST00000419326	ENSG00000229424
ENST00000415356	ENSG00000235728
ENST00000439998	ENSG00000230831
ENST00000419535	ENSG00000224101
ENST00000609522	ENSG00000272908
ENST00000420243	ENSG00000233854
ENST00000433519	ENSG00000224122
ENST00000439751	ENSG00000227172
ENST00000420748	ENSG00000231951
ENST00000435766	ENSG00000228554
ENST00000569710	ENSG00000259826
ENST00000306984	ENSG00000168303
ENST00000415237	ENSG00000203446
ENST00000432405	ENSG00000227658
ENST00000443406	ENSG00000232458
ENST00000440213	ENSG00000224017
ENST00000455947	ENSG00000238284
ENST00000433315	ENSG00000231539
ENST00000569883	ENSG00000261019
ENST00000223324	ENSG00000106591
ENST00000322220	ENSG00000181211
ENST00000436105	ENSG00000231638
ENST00000603700	ENSG00000270617
ENST00000454572	ENSG00000273432
ENST00000258704	ENSG00000136206
ENST00000447643	ENSG00000228434
ENST00000326391	ENSG00000272655
ENST00000297283	ENSG00000164708
ENST00000425077	ENSG00000228596
ENST00000395699	ENSG00000146676
ENST00000608450	ENSG00000272768
ENST00000568457	ENSG00000260997
ENST00000443714	ENSG00000225537
ENST00000609439	ENSG00000272556
ENST00000636578	ENSG00000283247
ENST00000416708	ENSG00000237471
ENST00000436056	ENSG00000229628
ENST00000414915	ENSG00000229459
ENST00000436266	ENSG00000237760
ENST00000436501	ENSG00000240355
ENST00000440935	ENSG00000230680
ENST00000459691	ENSG00000242948
ENST00000429010	ENSG00000236078
ENST00000408988	ENSG00000221845
ENST00000412730	ENSG00000146666
ENST00000456513	ENSG00000228173
ENST00000440455	ENSG00000234686
ENST00000340652	ENSG00000188730
ENST00000297001	ENSG00000164500
ENST00000454877	ENSG00000228005
ENST00000440351	ENSG00000235620
ENST00000454521	ENSG00000226122
ENST00000422831	ENSG00000236046
ENST00000420449	ENSG00000228204
ENST00000414409	ENSG00000229403
ENST00000441295	ENSG00000233960
ENST00000408890	ENSG00000221900
ENST00000457372	ENSG00000234105
ENST00000412800	ENSG00000228627
ENST00000380970	ENSG00000205628
ENST00000418679	ENSG00000238131
ENST00000629899	ENSG00000280920
ENST00000456049	ENSG00000224223
ENST00000439027	ENSG00000228735
ENST00000439413	ENSG00000234707
ENST00000442411	ENSG00000224057
ENST00000626532	ENSG00000280890
ENST00000454777	ENSG00000223475
ENST00000421500	ENSG00000233977
ENST00000449899	ENSG00000231394
ENST00000455909	ENSG00000176826
ENST00000426595	ENSG00000249773
ENST00000285298	ENSG00000239789
ENST00000329309	ENSG00000185290
ENST00000443198	ENSG00000237268
ENST00000436042	ENSG00000225488
ENST00000566570	ENSG00000261275
ENST00000429367	ENSG00000233288
ENST00000448242	ENSG00000233437
ENST00000420713	ENSG00000182111
ENST00000450891	ENSG00000227148
ENST00000451381	ENSG00000244550
ENST00000331425	ENSG00000185037
ENST00000426550	ENSG00000226587
ENST00000418297	ENSG00000229301
ENST00000425228	ENSG00000230600
ENST00000450077	ENSG00000232817
ENST00000424036	ENSG00000227305
ENST00000451103	ENSG00000234387
ENST00000450544	ENSG00000226581
ENST00000639687	ENSG00000284534
ENST00000330020	ENSG00000241149
ENST00000456806	ENSG00000214652
ENST00000434932	ENSG00000224458
ENST00000442436	ENSG00000229881
ENST00000429565	ENSG00000223614
ENST00000340779	ENSG00000189316
ENST00000632111	ENSG00000282381
ENST00000453648	ENSG00000238124
ENST00000609420	ENSG00000273024
ENST00000435524	ENSG00000234185
ENST00000437078	ENSG00000284461
ENST00000607978	ENSG00000272831
ENST00000457166	ENSG00000230583
ENST00000610177	ENSG00000273142
ENST00000414507	ENSG00000067601
ENST00000609770	ENSG00000273448
ENST00000430244	ENSG00000235475
ENST00000420758	ENSG00000233423
ENST00000444745	ENSG00000225209
ENST00000424888	ENSG00000236531
ENST00000446187	ENSG00000226829
ENST00000447158	ENSG00000233689
ENST00000413094	ENSG00000236839
ENST00000436600	ENSG00000234215
ENST00000355920	ENSG00000179994
ENST00000608799	ENSG00000272843
ENST00000333385	ENSG00000273520
ENST00000576332	ENSG00000274570
ENST00000544802	ENSG00000233369
ENST00000344575	ENSG00000188763
ENST00000619486	ENSG00000274080
ENST00000395176	ENSG00000176410
ENST00000427153	ENSG00000225969
ENST00000395145	ENSG00000165215
ENST00000320531	ENSG00000175877
ENST00000567919	ENSG00000261467
ENST00000435932	ENSG00000232415
ENST00000608433	ENSG00000273069
ENST00000616609	ENSG00000277675
ENST00000576046	ENSG00000263081
ENST00000275590	ENSG00000146722
ENST00000434037	ENSG00000227038
ENST00000437494	ENSG00000228829
ENST00000307630	ENSG00000170027
ENST00000479299	ENSG00000250614
ENST00000636708	ENSG00000283398
ENST00000434531	ENSG00000225703
ENST00000459742	ENSG00000259628
ENST00000476561	ENSG00000250990
ENST00000608884	ENSG00000273341
ENST00000257663	ENSG00000135211
ENST00000428298	ENSG00000251276
ENST00000411616	ENSG00000226978
ENST00000629240	ENSG00000281120
ENST00000447198	ENSG00000234223
ENST00000398291	ENSG00000214415
ENST00000430696	ENSG00000235503
ENST00000439105	ENSG00000232019
ENST00000423979	ENSG00000231255
ENST00000561473	ENSG00000261462
ENST00000520993	ENSG00000254003
ENST00000444032	ENSG00000233420
ENST00000333190	ENSG00000182348
ENST00000297203	ENSG00000164645
ENST00000448260	ENSG00000227863
ENST00000471553	ENSG00000238358
ENST00000497063	ENSG00000235436
ENST00000420245	ENSG00000234459
ENST00000445784	ENSG00000225498
ENST00000637645	ENSG00000283267
ENST00000480135	ENSG00000273299
ENST00000287934	ENSG00000157240
ENST00000456952	ENSG00000235450
ENST00000415249	ENSG00000223665
ENST00000453068	ENSG00000188693
ENST00000414227	ENSG00000243107
ENST00000435257	ENSG00000234695
ENST00000248564	ENSG00000127920
ENST00000411946	ENSG00000236938
ENST00000608730	ENSG00000273138
ENST00000416593	ENSG00000233942
ENST00000610062	ENSG00000272950
ENST00000327442	ENSG00000185467
ENST00000638617	ENSG00000284292
ENST00000292478	ENSG00000106246
ENST00000449309	ENSG00000221909
ENST00000608397	ENSG00000273407
ENST00000316368	ENSG00000244623
ENST00000312891	ENSG00000176402
ENST00000456499	ENSG00000237640
ENST00000425474	ENSG00000214313
ENST00000494221	ENSG00000242798
ENST00000398075	ENSG00000214309
ENST00000376482	ENSG00000235077
ENST00000492523	ENSG00000241357
ENST00000475250	ENSG00000240211
ENST00000332375	ENSG00000185955
ENST00000392471	ENSG00000225807
ENST00000485071	ENSG00000274272
ENST00000303151	ENSG00000172336
ENST00000252723	ENSG00000130427
ENST00000412754	ENSG00000236305
ENST00000388761	ENSG00000176125
ENST00000223095	ENSG00000106366
ENST00000337619	ENSG00000106367
ENST00000429254	ENSG00000232301
ENST00000419422	ENSG00000232445
ENST00000223167	ENSG00000106436
ENST00000560499	ENSG00000259294
ENST00000606640	ENSG00000272219
ENST00000566572	ENSG00000261535
ENST00000536178	ENSG00000160999
ENST00000563237	ENSG00000260097
ENST00000468165	ENSG00000239480
ENST00000481893	ENSG00000272949
ENST00000340457	ENSG00000267368
ENST00000447336	ENSG00000236226
ENST00000422488	ENSG00000234715
ENST00000453677	ENSG00000239569
ENST00000607968	ENSG00000272918
ENST00000476569	ENSG00000242154
ENST00000609827	ENSG00000272604
ENST00000609281	ENSG00000273320
ENST00000591803	ENSG00000267052
ENST00000636036	ENSG00000283585
ENST00000607036	ENSG00000272072
ENST00000610269	ENSG00000272854
ENST00000449741	ENSG00000233705
ENST00000608515	ENSG00000273055
ENST00000440208	ENSG00000225647
ENST00000624695	ENSG00000205174
ENST00000413406	ENSG00000229603
ENST00000436714	ENSG00000230941
ENST00000412410	ENSG00000234273
ENST00000435466	ENSG00000226965
ENST00000451832	ENSG00000228540
ENST00000452714	ENSG00000225572
ENST00000453459	ENSG00000223646
ENST00000284601	ENSG00000154415
ENST00000415146	ENSG00000224595
ENST00000635364	ENSG00000282859
ENST00000419883	ENSG00000233607
ENST00000471672	ENSG00000242072
ENST00000470532	ENSG00000240973
ENST00000489626	ENSG00000243345
ENST00000452009	ENSG00000235427
ENST00000421965	ENSG00000243220
ENST00000456775	ENSG00000227199
ENST00000420664	ENSG00000228368
ENST00000436097	ENSG00000238202
ENST00000441019	ENSG00000232661
ENST00000456270	ENSG00000083622
ENST00000427030	ENSG00000234826
ENST00000456062	ENSG00000233417
ENST00000421825	ENSG00000233969
ENST00000450480	ENSG00000231295
ENST00000432702	ENSG00000227743
ENST00000446053	ENSG00000234418
ENST00000340112	ENSG00000188050
ENST00000249284	ENSG00000128519
ENST00000420146	ENSG00000226680
ENST00000419832	ENSG00000232524
ENST00000223023	ENSG00000106299
ENST00000607957	ENSG00000272686
ENST00000455783	ENSG00000234224
ENST00000467017	ENSG00000243574
ENST00000470677	ENSG00000241324
ENST00000473520	ENSG00000230268
ENST00000303921	ENSG00000170775
ENST00000616258	ENSG00000275356
ENST00000454957	ENSG00000224899
ENST00000424515	ENSG00000237764
ENST00000420224	ENSG00000219445
ENST00000411856	ENSG00000197462
ENST00000488818	ENSG00000241921
ENST00000418215	ENSG00000224138
ENST00000448311	ENSG00000226770
ENST00000490314	ENSG00000240790
ENST00000623342	ENSG00000279078
ENST00000249363	ENSG00000128594
ENST00000308868	ENSG00000174697
ENST00000608625	ENSG00000272915
ENST00000462662	ENSG00000273184
ENST00000493710	ENSG00000240758
ENST00000608477	ENSG00000273270
ENST00000605862	ENSG00000242588
ENST00000605836	ENSG00000271553
ENST00000605007	ENSG00000271344
ENST00000249389	ENSG00000128617
ENST00000469965	ENSG00000242902
ENST00000609480	ENSG00000272899
ENST00000635637	ENSG00000230359
ENST00000467614	ENSG00000230626
ENST00000466717	ENSG00000243230
ENST00000608694	ENSG00000273329
ENST00000496217	ENSG00000242078
ENST00000483283	ENSG00000240571
ENST00000297819	ENSG00000165120
ENST00000562524	ENSG00000259920
ENST00000610046	ENSG00000272701
ENST00000604666	ENSG00000270823
ENST00000604965	ENSG00000270953
ENST00000583337	ENSG00000266265
ENST00000604514	ENSG00000271522
ENST00000447430	ENSG00000233559
ENST00000605249	ENSG00000271204
ENST00000608412	ENSG00000273319
ENST00000610193	ENSG00000273489
ENST00000445459	ENSG00000225144
ENST00000455442	ENSG00000223436
ENST00000436379	ENSG00000225881
ENST00000453078	ENSG00000227197
ENST00000420268	ENSG00000231098
ENST00000453087	ENSG00000229177
ENST00000422042	ENSG00000224375
ENST00000608819	ENSG00000272941
ENST00000412549	ENSG00000231794
ENST00000275764	ENSG00000146857
ENST00000609370	ENSG00000273219
ENST00000419211	ENSG00000224746
ENST00000440744	ENSG00000230649
ENST00000438969	ENSG00000228031
ENST00000418554	ENSG00000237243
ENST00000413567	ENSG00000225559
ENST00000275766	ENSG00000146858
ENST00000541515	ENSG00000269955
ENST00000608266	ENSG00000273391
ENST00000566699	ENSG00000260231
ENST00000465466	ENSG00000240889
ENST00000461145	ENSG00000204990
ENST00000566521	ENSG00000261629
ENST00000565449	ENSG00000261797
ENST00000467537	ENSG00000244701
ENST00000602609	ENSG00000270157
ENST00000397541	ENSG00000214102
ENST00000247879	ENSG00000127362
ENST00000247881	ENSG00000127364
ENST00000247883	ENSG00000127366
ENST00000482472	ENSG00000240031
ENST00000482201	ENSG00000237621
ENST00000491296	ENSG00000244292
ENST00000547270	ENSG00000257138
ENST00000477615	ENSG00000240268
ENST00000616556	ENSG00000186163
ENST00000486508	ENSG00000241881
ENST00000612253	ENSG00000277083
ENST00000471935	ENSG00000241657
ENST00000604952	ENSG00000270672
ENST00000409607	ENSG00000165131
ENST00000350513	ENSG00000179468
ENST00000418316	ENSG00000225781
ENST00000496192	ENSG00000179420
ENST00000291009	ENSG00000159763
ENST00000446620	ENSG00000236398
ENST00000595842	ENSG00000268170
ENST00000408947	ENSG00000221937
ENST00000609674	ENSG00000272619
ENST00000429630	ENSG00000232533
ENST00000332690	ENSG00000185899
ENST00000408916	ENSG00000221855
ENST00000420911	ENSG00000271079
ENST00000470691	ENSG00000271321
ENST00000408955	ENSG00000221910
ENST00000408979	ENSG00000221989
ENST00000641249	ENSG00000183122
ENST00000486333	ENSG00000225932
ENST00000378115	ENSG00000213214
ENST00000487179	ENSG00000244693
ENST00000422084	ENSG00000230746
ENST00000434887	ENSG00000236795
ENST00000448131	ENSG00000230190
ENST00000637928	ENSG00000283504
ENST00000637240	ENSG00000283648
ENST00000307003	ENSG00000170279
ENST00000610085	ENSG00000273314
ENST00000627071	ENSG00000281189
ENST00000335870	ENSG00000170260
ENST00000417506	ENSG00000228151
ENST00000568729	ENSG00000261842
ENST00000247930	ENSG00000196453
ENST00000608963	ENSG00000273419
ENST00000608912	ENSG00000273293
ENST00000609463	ENSG00000273011
ENST00000565102	ENSG00000260555
ENST00000343855	ENSG00000188707
ENST00000563946	ENSG00000261305
ENST00000488310	ENSG00000240449
ENST00000329630	ENSG00000196456
ENST00000497366	ENSG00000239377
ENST00000307271	ENSG00000171115
ENST00000313543	ENSG00000179144
ENST00000611999	ENSG00000281887
ENST00000479085	ENSG00000243433
ENST00000485974	ENSG00000244151
ENST00000615129	ENSG00000278685
ENST00000607902	ENSG00000272661
ENST00000466775	ENSG00000243018
ENST00000465549	ENSG00000241456
ENST00000446340	ENSG00000227562
ENST00000424630	ENSG00000229591
ENST00000477993	ENSG00000241735
ENST00000564834	ENSG00000261455
ENST00000446335	ENSG00000270114
ENST00000425591	ENSG00000203335
ENST00000451116	ENSG00000233363
ENST00000448767	ENSG00000236408
ENST00000608064	ENSG00000272760
ENST00000609134	ENSG00000273183
ENST00000608317	ENSG00000273344
ENST00000454149	ENSG00000228521
ENST00000418523	ENSG00000225612
ENST00000609974	ENSG00000273117
ENST00000401499	ENSG00000218672
ENST00000569431	ENSG00000260426
ENST00000419225	ENSG00000236544
ENST00000297375	ENSG00000164778
ENST00000415333	ENSG00000227365
ENST00000377722	ENSG00000204876
ENST00000426187	ENSG00000228569
ENST00000436670	ENSG00000233878
ENST00000625073	ENSG00000279418
ENST00000455709	ENSG00000224903
ENST00000427073	ENSG00000230033
ENST00000429228	ENSG00000235029
ENST00000480284	ENSG00000243479
ENST00000426169	ENSG00000236102
ENST00000594086	ENSG00000269446
ENST00000442017	ENSG00000229660
ENST00000444158	ENSG00000234210
ENST00000449903	ENSG00000223872
ENST00000433660	ENSG00000233191
ENST00000409610	ENSG00000222012
ENST00000448541	ENSG00000231515
ENST00000608596	ENSG00000272839
ENST00000436489	ENSG00000231980
ENST00000448698	ENSG00000225365
ENST00000415652	ENSG00000232715
ENST00000391707	ENSG00000226179
ENST00000627721	ENSG00000281849
ENST00000627627	ENSG00000280767
ENST00000420865	ENSG00000237531
ENST00000381297	ENSG00000182162
ENST00000453953	ENSG00000234622
ENST00000445785	ENSG00000230542
ENST00000445107	ENSG00000235483
ENST00000414053	ENSG00000229851
ENST00000381130	ENSG00000205667
ENST00000457435	ENSG00000228459
ENST00000217939	ENSG00000101825
ENST00000414074	ENSG00000236188
ENST00000381105	ENSG00000205662
ENST00000420725	ENSG00000236513
ENST00000438499	ENSG00000231217
ENST00000217961	ENSG00000101846
ENST00000422160	ENSG00000230394
ENST00000317103	ENSG00000177504
ENST00000440430	ENSG00000229012
ENST00000432442	ENSG00000228543
ENST00000445307	ENSG00000234469
ENST00000430057	ENSG00000225076
ENST00000454113	ENSG00000227042
ENST00000634846	ENSG00000282840
ENST00000425057	ENSG00000223487
ENST00000451564	ENSG00000233338
ENST00000568788	ENSG00000261030
ENST00000431486	ENSG00000231216
ENST00000380622	ENSG00000123594
ENST00000448948	ENSG00000233535
ENST00000391359	ENSG00000212663
ENST00000421585	ENSG00000225833
ENST00000380342	ENSG00000147003
ENST00000630399	ENSG00000281371
ENST00000380289	ENSG00000126010
ENST00000380200	ENSG00000169906
ENST00000433228	ENSG00000235834
ENST00000452788	ENSG00000230020
ENST00000453902	ENSG00000225882
ENST00000430641	ENSG00000237221
ENST00000424026	ENSG00000225037
ENST00000636738	ENSG00000283631
ENST00000636971	ENSG00000283400
ENST00000637785	ENSG00000283546
ENST00000379499	ENSG00000185915
ENST00000429584	ENSG00000230797
ENST00000424650	ENSG00000224204
ENST00000323684	ENSG00000175809
ENST00000456621	ENSG00000231846
ENST00000442155	ENSG00000237019
ENST00000327968	ENSG00000184735
ENST00000379361	ENSG00000165186
ENST00000366134	ENSG00000233785
ENST00000379211	ENSG00000165182
ENST00000328046	ENSG00000174010
ENST00000427551	ENSG00000234230
ENST00000568479	ENSG00000260822
ENST00000432626	ENSG00000236836
ENST00000423914	ENSG00000233403
ENST00000325250	ENSG00000176774
ENST00000416929	ENSG00000232030
ENST00000379034	ENSG00000176746
ENST00000602297	ENSG00000188408
ENST00000569334	ENSG00000259849
ENST00000412172	ENSG00000224960
ENST00000441525	ENSG00000226372
ENST00000456037	ENSG00000223742
ENST00000378993	ENSG00000169306
ENST00000424251	ENSG00000237994
